Gene_name|Publication|Pub_number
AGGF1|McClintock et al.|29
AGGF1|Blacque et al._xbox|54
AGK|Liu et al.|28
AGL|Lauwaet T. et al.|40
AGMAT|Karsten Boldt et al.|16
AGO1|Liu et al.|28
AGO2|Liu et al.|28
AGO3|Phirke et al.|3
AGO3|Liu et al.|28
AGO3|Blacque et al._xbox|54
AGO3|Blacque et al._xbox|54
AGO3|Blacque et al._sage|56
AGO4|Gabrielle Wheway|27
AGO4|Liu et al.|28
AGPAT1|Blacque et al._xbox|54
AGPAT2|Karsten Boldt et al.|16
AGPAT2|Nogales-Cadenas R. et al.|46
AGPAT3|Karsten Boldt et al.|16
AGPAT3|Liu et al.|28
AGPAT4|Alexander E. Ivliev et al|8
AGPAT4|Geremek M. et al. 2014|42
AGPAT5|Alexander E. Ivliev et al|8
AGPAT5|Liu et al.|28
AGPAT5|McClintock et al.|29
LPCAT1|Semil P. Choksi et al.|23
GPAT3|Semil P. Choksi et al.|23
AGR2|Alexander E. Ivliev et al|8
AGR2|Ross et al.|22
AGR2|Marshall et al.|55
AGR3|Alexander E. Ivliev et al|8
AGR3|Bayesian (TJP van Dam et al.)|11
AGR3|Cilia Carta (TJP van Dam et al.)|13
AGR3|Lambacher N. et al.|17
AGR3|Ross et al.|22
AGR3|Ramona A. Hoh et al.|31
AGR3|Geremek M. et al. 2011|41
AGR3|Marshall et al.|55
AGRN|McClintock et al.|29
AGRN|Hodges ME. et al.|38
AGT|Efimenko et al.|2
AGT|Alexander E. Ivliev et al|8
AGTPBP1|Dey G et al.|14
AGTPBP1|McClintock et al.|29
AGTPBP1|Kim J. et al.|44
AGTPBP1|Hodges ME. et al.|38
AGTPBP1|Arnaiz O. et al.|53
AGTR1|Efimenko et al.|2
AGTR1|Marshall et al.|55
AGXT|Kilburn et al.|1
AGXT2|Efimenko et al.|2
AHCTF1|Efimenko et al.|2
AHCTF1|Phirke et al.|3
AHCTF1|Hannah Müller et al.|6
AHCTF1|Gabrielle Wheway|27
AHCTF1|McClintock et al.|29
AHCY|Pazour et al.|21
AHCY|Ross et al.|22
AHCY|Liu et al.|28
AHCY|McClintock et al.|29
AHCY|Fritz-Laylin L.K. et Cande|49
AHCYL1|Alexander E. Ivliev et al|8
AHCYL1|Liu et al.|28
AHCYL2|Liu et al.|28
AHCYL2|Monika-Abedin-Sigg et al.|30
AHI1|Alexander E. Ivliev et al|8
AHI1|Cilia Carta (TJP van Dam et al.)|13
AHI1|GO CC Cilium|15
AHI1|Karsten Boldt et al.|16
AHI1|Lambacher N. et al.|17
AHI1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AHI1|David K. Breslow et al.|25
AHI1|Liu et al.|28
AHI1|Nogales-Cadenas R. et al.|46
AHNAK|Karsten Boldt et al.|16
AHNAK|Mayer et al. 2009|19
AHNAK|Ross et al.|22
AHNAK|Liu et al.|28
AHNAK|Monika-Abedin-Sigg et al.|30
AHNAK|Mayer et al. 2008|51
AHNAK2|Efimenko et al.|2
AHNAK2|Ross et al.|22
AHR|Hodges ME. et al.|38
AHSA1|Alexander E. Ivliev et al|8
AHSA1|Ross et al.|22
AHSA1|Semil P. Choksi et al.|23
AHSA1|Marshall et al.|55
AHSP|Nogales-Cadenas R. et al.|46
AI314180|Liu et al.|28
AI314976|Liu et al.|28
AI315068|Liu et al.|28
AI317237|Liu et al.|28
AI413782|Liu et al.|28
AI427515|Liu et al.|28
AI450948|Liu et al.|28
AI597013|Liu et al.|28
AIDA|Monika-Abedin-Sigg et al.|30
AIFM2|Alexander E. Ivliev et al|8
AIFM2|Monika-Abedin-Sigg et al.|30
AIFM2|Marshall et al.|55
AIFM3|Kilburn et al.|1
AIFM3|Pazour et al.|21
AIFM3|Monika-Abedin-Sigg et al.|30
AIG1|Efimenko et al.|2
AIMP1|Karsten Boldt et al.|16
AIMP1|Liu et al.|28
AIMP2|Karsten Boldt et al.|16
AIMP2|David U. Mick et al.|26
AIMP2|Liu et al.|28
AIP|Liu et al.|28
AIP|McClintock et al.|29
AIP|Blacque et al._xbox|54
AIPL1|Karsten Boldt et al.|16
AIPL1|Liu et al.|28
AJAP1|Pazour et al.|21
AJUBA|Alexander E. Ivliev et al|8
AJUBA|Nogales-Cadenas R. et al.|46
AK1|Kilburn et al.|1
AK1|Alexander E. Ivliev et al|8
AK1|Bayesian (TJP van Dam et al.)|11
AK1|Cilia Carta (TJP van Dam et al.)|13
AK1|GO CC Cilium|15
AK1|Pazour et al.|21
AK1|Ross et al.|22
AK1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AK1|Liu et al.|28
AK1|McClintock et al.|29
AK1|Monika-Abedin-Sigg et al.|30
AK1|Cao W. et al.|47
AK1|Fritz-Laylin L.K. et Cande|49
AK129128|Liu et al.|28
AK2|Kilburn et al.|1
AK2|Cilia Carta (TJP van Dam et al.)|13
AK2|GO CC Cilium|15
AK2|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AK2|McClintock et al.|29
AK2|Monika-Abedin-Sigg et al.|30
AK2|Broadhead et al.|32
AK2|Cao W. et al.|47
AK2|Blacque et al._xbox|54
AK3|Yano J. et al.|50
AK3|Blacque et al._xbox|54
AK4|Gabrielle Wheway|27
AK5|Alexander E. Ivliev et al|8
AK5|Pazour et al.|21
AK5|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AK5|Monika-Abedin-Sigg et al.|30
AK5|Ramona A. Hoh et al.|31
AK5|Jakobsen L. et al.|43
AK5|Nogales-Cadenas R. et al.|46
AK5|Stubbs J.L. et al.|52
AK5|Stubbs J.L. et al.|52
AK5|Blacque et al._xbox|54
AK6|Blacque et al._xbox|54
AK7|Alexander E. Ivliev et al|8
AK7|Cilia Carta (TJP van Dam et al.)|13
AK7|Dey G et al.|14
AK7|GO CC Cilium|15
AK7|Lambacher N. et al.|17
AK7|Pazour et al.|21
AK7|Ross et al.|22
AK7|Semil P. Choksi et al.|23
AK7|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AK7|McClintock et al.|29
AK7|Monika-Abedin-Sigg et al.|30
AK7|Ramona A. Hoh et al.|31
AK7|Broadhead et al.|32
AK7|Merchant et al.|35
AK7|Fritz-Laylin L.K. et Cande|49
AK7|Marshall et al.|55
AK7|Stubbs J.L. et al.|52
AK7|Arnaiz O. et al.|53
AK8|Alexander E. Ivliev et al|8
AK8|Cilia Carta (TJP van Dam et al.)|13
AK8|Lambacher N. et al.|17
AK8|Ostrowski et al.|20
AK8|Semil P. Choksi et al.|23
AK8|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AK8|McClintock et al.|29
AK8|Monika-Abedin-Sigg et al.|30
AK8|Ramona A. Hoh et al.|31
AK8|Broadhead et al.|32
AK8|Geremek M. et al. 2011|41
AK8|Geremek M. et al. 2014|42
AK8|Marshall et al.|55
AK9|Alexander E. Ivliev et al|8
AK9|Ross et al.|22
AK9|Semil P. Choksi et al.|23
AK9|Monika-Abedin-Sigg et al.|30
AK9|Geremek M. et al. 2014|42
AK9|Arnaiz O. et al.|53
AKAP1|McClintock et al.|29
AKAP1|Blacque et al._xbox|54
AKAP11|Kilburn et al.|1
AKAP12|Laurençon et al.|7
AKAP12|Karsten Boldt et al.|16
AKAP12|Ross et al.|22
AKAP12|Liu et al.|28
AKAP14|Alexander E. Ivliev et al|8
AKAP14|Bayesian (TJP van Dam et al.)|11
AKAP14|Cilia Carta (TJP van Dam et al.)|13
AKAP14|GO CC Cilium|15
AKAP14|Lambacher N. et al.|17
AKAP14|Ross et al.|22
AKAP14|McClintock et al.|29
AKAP14|Monika-Abedin-Sigg et al.|30
AKAP14|Geremek M. et al. 2011|41
AKAP14|Marshall et al.|55
AKAP17A|Efimenko et al.|2
PALM2AKAP2|Ross et al.|22
AKAP3|Alexander E. Ivliev et al|8
AKAP3|Cilia Carta (TJP van Dam et al.)|13
AKAP3|GO CC Cilium|15
AKAP3|McClintock et al.|29
AKAP4|Cilia Carta (TJP van Dam et al.)|13
AKAP4|GO CC Cilium|15
AKAP4|McClintock et al.|29
AKAP6|Alexander E. Ivliev et al|8
AKAP7|Alexander E. Ivliev et al|8
AKAP7|Kim J. et al.|44
AKAP7|Nogales-Cadenas R. et al.|46
AKAP9|Hannah Müller et al.|6
AKAP9|Alexander E. Ivliev et al|8
AKAP9|Andersen et al.|9
AKAP9|Bayesian (TJP van Dam et al.)|11
AKAP9|Cilia Carta (TJP van Dam et al.)|13
AKAP9|GO CC Cilium|15
AKAP9|Semil P. Choksi et al.|23
AKAP9|Liu et al.|28
AKAP9|Jakobsen L. et al.|43
AKAP9|Nogales-Cadenas R. et al.|46
AK9|Dey G et al.|14
AKIRIN1|Blacque et al._xbox|54
AKIRIN2|Gabrielle Wheway|27
AKNA|Alexander E. Ivliev et al|8
AKNA|Andersen et al.|9
AKNA|Ross et al.|22
AKNA|Nogales-Cadenas R. et al.|46
AKR1A1|Mayer et al. 2009|19
AKR1A1|Liu et al.|28
AKR1A1|Monika-Abedin-Sigg et al.|30
AKR1A1|Mayer et al. 2008|51
AKR1A1|Blacque et al._xbox|54
AKR1A1|Blacque et al._xbox|54
AKR1A1|Blacque et al._xbox|54
AKR1B1|Liu et al.|28
AKR1B1|Monika-Abedin-Sigg et al.|30
AKR1B10|Ross et al.|22
AKR1B10|Lauwaet T. et al.|40
AKR1B10|Marshall et al.|55
AKR1C3|Alexander E. Ivliev et al|8
AKR1C4|Geremek M. et al. 2014|42
AKR1D1|Chen et al.|12
AKR1E2|Gabrielle Wheway|27
AKR1E2|Liu et al.|28
AKR7A2|Alexander E. Ivliev et al|8
AKR7A2|Marshall et al.|55
AKT1|Efimenko et al.|2
AKT1|Cilia Carta (TJP van Dam et al.)|13
AKT1|GO CC Cilium|15
AKT1|McClintock et al.|29
AKT1|Nogales-Cadenas R. et al.|46
AKT1S1|Karsten Boldt et al.|16
AKT2|Monika-Abedin-Sigg et al.|30
AKT2|Marshall et al.|55
AKT3|Ross et al.|22
AKTIP|Gabrielle Wheway|27
AKTIP|Liu et al.|28
AKTIP|McClintock et al.|29
AKTIP|Blacque et al._xbox|54
AL033314|Liu et al.|28
AL049869.1|Hannah Müller et al.|6
AL355076.1|Hannah Müller et al.|6
AL356585.2|Hannah Müller et al.|6
ALAS1|Gabrielle Wheway|27
ALB|Geremek M. et al. 2014|42
ALB|Mayer et al. 2008|51
ALCAM|Mayer et al. 2009|19
ALCAM|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ALCAM|Kubo A. et al.|45
ALCAM|Mayer et al. 2008|51
ALDH16A1|Monika-Abedin-Sigg et al.|30
ALDH16A1|Nakachi M. et al.|39
ALDH18A1|Andersen et al.|9
ALDH18A1|Andersen et al.|9
ALDH18A1|McClintock et al.|29
ALDH18A1|Ishikawa H. et al|48
ALDH1A1|Alexander E. Ivliev et al|8
ALDH1A1|Bayesian (TJP van Dam et al.)|11
ALDH1A1|Cilia Carta (TJP van Dam et al.)|13
ALDH1A1|Ross et al.|22
ALDH1A1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ALDH1A1|Liu et al.|28
ALDH1A1|Mayer et al. 2008|51
ALDH1A1|Nakachi M. et al.|39
ALDH1A2|Nakachi M. et al.|39
ALDH1A3|Gabrielle Wheway|27
ALDH1A3|Kubo A. et al.|45
ALDH1B1|Nakachi M. et al.|39
ALDH1L1|Ross et al.|22
ALDH1L1|Nakachi M. et al.|39
ALDH1L2|McClintock et al.|29
ALDH1L2|Monika-Abedin-Sigg et al.|30
ALDH1L2|Blacque et al._xbox|54
ALDH1L2|Nakachi M. et al.|39
ALDH2|Mayer et al. 2009|19
ALDH2|Monika-Abedin-Sigg et al.|30
ALDH2|Mayer et al. 2008|51
ALDH3A1|Alexander E. Ivliev et al|8
ALDH3A1|Nakachi M. et al.|39
ALDH3A2|Mayer et al. 2009|19
ALDH3A2|Liu et al.|28
ALDH3A2|Mayer et al. 2008|51
ALDH3A2|Marshall et al.|55
ALDH3A2|Nakachi M. et al.|39
ALDH3B1|Alexander E. Ivliev et al|8
ALDH3B1|Mayer et al. 2009|19
ALDH3B1|Gabrielle Wheway|27
ALDH3B1|Ramona A. Hoh et al.|31
ALDH3B1|Geremek M. et al. 2014|42
ALDH3B1|Mayer et al. 2008|51
ALDH3B1|Marshall et al.|55
ALDH3B1|Nakachi M. et al.|39
ALDH4A1|Liu et al.|28
ALDH4A1|Monika-Abedin-Sigg et al.|30
ALDH5A1|Alexander E. Ivliev et al|8
ALDH5A1|Chen et al.|12
ALDH5A1|Lambacher N. et al.|17
ALDH5A1|Ross et al.|22
ALDH6A1|Monika-Abedin-Sigg et al.|30
ALDH7A1|Ross et al.|22
ALDH7A1|Liu et al.|28
ALDH7A1|Monika-Abedin-Sigg et al.|30
ALDH9A1|Monika-Abedin-Sigg et al.|30
ALDH9A1|Nakachi M. et al.|39
ALDOA|Andersen et al.|9
ALDOA|Andersen et al.|9
ALDOA|Pazour et al.|21
ALDOA|Ross et al.|22
ALDOA|Liu et al.|28
ALDOA|Cao W. et al.|47
ALDOA|Nakachi M. et al.|39
ALDOB|Gabrielle Wheway|27
ALDOB|Nogales-Cadenas R. et al.|46
ALDOB|Nakachi M. et al.|39
ALDOC|Pazour et al.|21
ALDOC|Ross et al.|22
ALDOC|Liu et al.|28
ALDOC|Monika-Abedin-Sigg et al.|30
ALDOC|Nakachi M. et al.|39
ALG11|Efimenko et al.|2
ALG11|Marshall et al.|55
ALG12|McClintock et al.|29
ALG12|Blacque et al._xbox|54
ALG1L|Nogales-Cadenas R. et al.|46
ALG2|Alexander E. Ivliev et al|8
ALG2|Liu et al.|28
ALG2|McClintock et al.|29
ALG2|Blacque et al._xbox|54
ALG2|Blacque et al._xbox|54
ALG3|Gabrielle Wheway|27
ALG5|McClintock et al.|29
ALG5|Marshall et al.|55
ALG5|Blacque et al._xbox|54
ALG8|McClintock et al.|29
ALG8|Kim J. et al.|44
ALG8|Blacque et al._xbox|54
ALK|Gabrielle Wheway|27
ALKBH2|Karsten Boldt et al.|16
ALKBH2|Marshall et al.|55
ALKBH3|Marshall et al.|55
ALKBH4|Li et al.|18
ALKBH4|McClintock et al.|29
ALKBH5|Alexander E. Ivliev et al|8
ALKBH5|McClintock et al.|29
ALKBH6|Marshall et al.|55
ALMS1|Alexander E. Ivliev et al|8
ALMS1|Andersen et al.|9
ALMS1|Cilia Carta (TJP van Dam et al.)|13
ALMS1|GO CC Cilium|15
ALMS1|Ross et al.|22
ALMS1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ALMS1|Gabrielle Wheway|27
ALMS1|Liu et al.|28
ALMS1|McClintock et al.|29
ALMS1|Nogales-Cadenas R. et al.|46
ALMS1|Marshall et al.|55
ALMS1P1|Alexander E. Ivliev et al|8
ALOX12B|Monika-Abedin-Sigg et al.|30
ALOX12B|Nogales-Cadenas R. et al.|46
ALOX15|Alexander E. Ivliev et al|8
ALOX15|Ross et al.|22
ALOX15|Monika-Abedin-Sigg et al.|30
ALOX15B|Ross et al.|22
ALOX15B|Monika-Abedin-Sigg et al.|30
ALOX5|Ross et al.|22
ALOX5|Monika-Abedin-Sigg et al.|30
ALOXE3|Monika-Abedin-Sigg et al.|30
ALPG|Alexander E. Ivliev et al|8
ALPK1|Alexander E. Ivliev et al|8
ALPK1|Jakobsen L. et al.|43
ALPK1|Nogales-Cadenas R. et al.|46
ALPL|Laurençon et al.|7
ALPL|Mayer et al. 2009|19
ALPL|Mayer et al. 2008|51
ALPP|Alexander E. Ivliev et al|8
ALS2|Lambacher N. et al.|17
ALS2|Liu et al.|28
ALS2|McClintock et al.|29
ALS2|Broadhead et al.|32
ALS2|Nogales-Cadenas R. et al.|46
ALS2|Yano J. et al.|50
ALS2|Marshall et al.|55
ALS2|Hodges ME. et al.|38
ALS2CL|Hodges ME. et al.|38
FLACC1|Alexander E. Ivliev et al|8
FLACC1|Cilia Carta (TJP van Dam et al.)|13
FLACC1|GO CC Cilium|15
ALX3|Kim J. et al.|44
ALYREF|Andersen et al.|9
ALYREF|Karsten Boldt et al.|16
ALYREF|Gabrielle Wheway|27
ALYREF|Liu et al.|28
ALYREF|McClintock et al.|29
ALYREF|Blacque et al._xbox|54
AMACR|Marshall et al.|55
AMBP|Alexander E. Ivliev et al|8
AMBRA1|Cilia Carta (TJP van Dam et al.)|13
AMBRA1|GO CC Cilium|15
AMBRA1|Karsten Boldt et al.|16
AMDHD2|McClintock et al.|29
AMER1|Karsten Boldt et al.|16
AMER2|Gabrielle Wheway|27
AMFR|Semil P. Choksi et al.|23
AMFR|McClintock et al.|29
AMFR|Marshall et al.|55
AMFR|Blacque et al._xbox|54
AMHR2|Alexander E. Ivliev et al|8
AMIGO2|Ross et al.|22
AMIGO2|Arnaiz O. et al.|53
AMIGO3|McClintock et al.|29
AMMECR1|McClintock et al.|29
AMMECR1|Blacque et al._xbox|54
AMMECR1L|Monika-Abedin-Sigg et al.|30
AMN|Marshall et al.|55
AMN1|Alexander E. Ivliev et al|8
AMN1|Lambacher N. et al.|17
AMN1|Gabrielle Wheway|27
AMN1|McClintock et al.|29
AMN1|Ramona A. Hoh et al.|31
AMOT|Karsten Boldt et al.|16
AMOT|McClintock et al.|29
AMOTL1|Kilburn et al.|1
AMOTL1|Karsten Boldt et al.|16
AMOTL1|Ross et al.|22
AMOTL1|Blacque et al._xbox|54
AMOTL2|Pazour et al.|21
AMPD2|Karsten Boldt et al.|16
AMPD2|McClintock et al.|29
AMPD2|Blacque et al._xbox|54
AMPD3|Alexander E. Ivliev et al|8
AMPD3|Geremek M. et al. 2014|42
AMPH|Liu et al.|28
AMT|Alexander E. Ivliev et al|8
AMT|SYSCILIA Gold Standard (van Dam TJ et al.)|24
AMT|McClintock et al.|29
AMY1A|Ross et al.|22
AMY1B|Ross et al.|22
AMY1C|Ross et al.|22
AMY2A|Ross et al.|22
AMY2B|Ross et al.|22
AMY2B|Semil P. Choksi et al.|23
AMZ2|Alexander E. Ivliev et al|8
AMZ2|Lambacher N. et al.|17
ANAPC1|McClintock et al.|29
ANAPC1|Nogales-Cadenas R. et al.|46
ANAPC10|Alexander E. Ivliev et al|8
ANAPC10|Nogales-Cadenas R. et al.|46
ANAPC10|Marshall et al.|55
ANAPC11|Nogales-Cadenas R. et al.|46
ANAPC13|Nogales-Cadenas R. et al.|46
ANAPC16|Lambacher N. et al.|17
ANAPC2|Nogales-Cadenas R. et al.|46
ANAPC4|Alexander E. Ivliev et al|8
ANAPC4|Gabrielle Wheway|27
ANAPC4|Nogales-Cadenas R. et al.|46
ANAPC4|Fritz-Laylin L.K. et Cande|49
ANAPC4|Marshall et al.|55
ANAPC5|Hannah Müller et al.|6
ANAPC5|Alexander E. Ivliev et al|8
ANAPC5|Gabrielle Wheway|27
ANAPC7|Karsten Boldt et al.|16
ANAPC7|Ross et al.|22
ANAPC7|Nogales-Cadenas R. et al.|46
ANGEL2|Ross et al.|22
ANGPT1|Alexander E. Ivliev et al|8
ANGPTL4|Ross et al.|22
ANGPTL5|Semil P. Choksi et al.|23
ANGPTL7|Marshall et al.|55
ANK1|Pazour et al.|21
ANK1|Gabrielle Wheway|27
ANK1|Liu et al.|28
ANK1|Lauwaet T. et al.|40
ANK1|Blacque et al._xbox|54
ANK2|Kilburn et al.|1
ANK2|Bechstedt et al.|5
ANK2|Pazour et al.|21
ANK2|Liu et al.|28
ANK2|Monika-Abedin-Sigg et al.|30
ANK2|Broadhead et al.|32
ANK2|Boesger J et al.|37
ANK2|Arnaiz O. et al.|53
ANK3|Laurençon et al.|7
ANK3|Alexander E. Ivliev et al|8
ANK3|Karsten Boldt et al.|16
ANK3|Pazour et al.|21
ANK3|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ANK3|Liu et al.|28
ANK3|Monika-Abedin-Sigg et al.|30
ANK3|Blacque et al._xbox|54
ANKAR|Semil P. Choksi et al.|23
ANKAR|Gabrielle Wheway|27
ANKAR|Monika-Abedin-Sigg et al.|30
ANKAR|Nogales-Cadenas R. et al.|46
ANKDD1B|Gabrielle Wheway|27
ANKEF1|Alexander E. Ivliev et al|8
ANKEF1|Semil P. Choksi et al.|23
ANKEF1|Monika-Abedin-Sigg et al.|30
ANKEF1|Lauwaet T. et al.|40
ANKFN1|Alexander E. Ivliev et al|8
ANKH|Ross et al.|22
ANKHD1|Hannah Müller et al.|6
ANKHD1|Blacque et al._xbox|54
ANKHD1-EIF4EBP3|Geremek M. et al. 2014|42
ANKIB1|Marshall et al.|55
ANKK1|Pazour et al.|21
ANKLE2|Karsten Boldt et al.|16
ANKLE2|Gabrielle Wheway|27
ANKMY1|Alexander E. Ivliev et al|8
ANKMY1|Ross et al.|22
ANKMY1|Semil P. Choksi et al.|23
ANKMY1|Monika-Abedin-Sigg et al.|30
ANKMY1|Geremek M. et al. 2011|41
ANKMY2|Cilia Carta (TJP van Dam et al.)|13
ANKMY2|GO CC Cilium|15
ANKMY2|Karsten Boldt et al.|16
ANKMY2|McClintock et al.|29
ANKMY2|Blacque et al._xbox|54
ANKRD10|Marshall et al.|55
ANKRD13A|Karsten Boldt et al.|16
ANKRD13A|Liu et al.|28
ANKRD17|Efimenko et al.|2
ANKRD17|Pazour et al.|21
ANKRD17|Liu et al.|28
ANKRD17|McClintock et al.|29
ANKRD17|Monika-Abedin-Sigg et al.|30
ANKRD17|Marshall et al.|55
ANKRD18A|Alexander E. Ivliev et al|8
ANKRD22|Ross et al.|22
ANKRD23|Pazour et al.|21
ANKRD26|Phirke et al.|3
ANKRD26|Alexander E. Ivliev et al|8
ANKRD26|Andersen et al.|9
ANKRD26|Liu et al.|28
ANKRD26|Nogales-Cadenas R. et al.|46
ANKRD27|Alexander E. Ivliev et al|8
ANKRD28|Kilburn et al.|1
ANKRD28|Karsten Boldt et al.|16
ANKRD28|Pazour et al.|21
ANKRD28|Broadhead et al.|32
ANKRD28|Boesger J et al.|37
ANKRD29|Ross et al.|22
ANKRD31|Nogales-Cadenas R. et al.|46
ANKRD33B|Liu et al.|28
ANKRD34A|Karsten Boldt et al.|16
ANKRD35|Lauwaet T. et al.|40
ANKRD36|Ross et al.|22
ANKRD36B|Efimenko et al.|2
ANKRD37|Alexander E. Ivliev et al|8
ANKRD37|Geremek M. et al. 2011|41
ANKRD39|Alexander E. Ivliev et al|8
ANKRD39|Gabrielle Wheway|27
ANKRD40|McClintock et al.|29
ANKRD42|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ANKRD42|Gabrielle Wheway|27
ANKRD42|Monika-Abedin-Sigg et al.|30
ANKRD42|Ramona A. Hoh et al.|31
ANKRD42|Marshall et al.|55
ANKRD44|Laurençon et al.|7
ANKRD44|Pazour et al.|21
ANKRD44|Semil P. Choksi et al.|23
ANKRD44|Monika-Abedin-Sigg et al.|30
ANKRD45|Alexander E. Ivliev et al|8
ANKRD45|Lambacher N. et al.|17
ANKRD45|Semil P. Choksi et al.|23
ANKRD45|Monika-Abedin-Sigg et al.|30
ANKRD45|Ramona A. Hoh et al.|31
ANKRD45|Stubbs J.L. et al.|52
ANKRD46|Pazour et al.|21
ANKRD49|McClintock et al.|29
ANKRD49|Blacque et al._xbox|54
ANKRD50|Monika-Abedin-Sigg et al.|30
ANKRD53|Alexander E. Ivliev et al|8
ANKRD53|Monika-Abedin-Sigg et al.|30
ANKRD54|Alexander E. Ivliev et al|8
ANKRD54|Gabrielle Wheway|27
ANKRD54|McClintock et al.|29
ANKRD54|Ramona A. Hoh et al.|31
ANKRD54|Marshall et al.|55
ANKRD6|Alexander E. Ivliev et al|8
ANKRD6|Pazour et al.|21
ANKRD60|Monika-Abedin-Sigg et al.|30
ANKRD63|Monika-Abedin-Sigg et al.|30
ANKS1A|Alexander E. Ivliev et al|8
ANKS1A|McClintock et al.|29
ANKS1A|Blacque et al._xbox|54
ANKS3|Efimenko et al.|2
ANKS3|Karsten Boldt et al.|16
ANKS3|McClintock et al.|29
ANKS3|Lauwaet T. et al.|40
ANKS3|Blacque et al._xbox|54
ANKS6|Cilia Carta (TJP van Dam et al.)|13
ANKS6|GO CC Cilium|15
ANKS6|Karsten Boldt et al.|16
ANKS6|David K. Breslow et al.|25
ANKS6|David U. Mick et al.|26
ANKUB1|Alexander E. Ivliev et al|8
ANKZF1|Alexander E. Ivliev et al|8
ANKZF1|McClintock et al.|29
ANKZF1|Blacque et al._xbox|54
ANLN|Efimenko et al.|2
ANLN|Phirke et al.|3
ANLN|Hannah Müller et al.|6
ANLN|Ross et al.|22
ANLN|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ANLN|Gabrielle Wheway|27
ANLN|McClintock et al.|29
ANO1|Ross et al.|22
ANO2|Cilia Carta (TJP van Dam et al.)|13
ANO2|GO CC Cilium|15
ANO2|Liu et al.|28
ANO4|Lambacher N. et al.|17
ANO7|Alexander E. Ivliev et al|8
ANO7|Monika-Abedin-Sigg et al.|30
ANO8|McClintock et al.|29
ANO8|Blacque et al._xbox|54
ANOS1|Ross et al.|22
ANP32A|Phirke et al.|3
ANP32A|Liu et al.|28
ANP32B|Kilburn et al.|1
ANP32B|Andersen et al.|9
ANP32B|Hodges ME. et al.|38
ANP32C|Ostrowski et al.|20
ANP32D|Liu et al.|28
ANP32E|Andersen et al.|9
ANP32E|Ross et al.|22
ANP32E|Liu et al.|28
ANP32E|Monika-Abedin-Sigg et al.|30
ANP32E|Ishikawa H. et al|48
ANPEP|Mayer et al. 2009|19
ANPEP|Ross et al.|22
ANPEP|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ANPEP|Mayer et al. 2008|51
ANPEP|Blacque et al._xbox|54
ANTXR1|Ross et al.|22
ANTXR1|Arnaiz O. et al.|53
ANTXR2|Alexander E. Ivliev et al|8
ANTXR2|Ross et al.|22
ANTXR2|Arnaiz O. et al.|53
ANTXRL|Pazour et al.|21
ANXA11|David U. Mick et al.|26
ANXA1|Alexander E. Ivliev et al|8
ANXA1|Cilia Carta (TJP van Dam et al.)|13
ANXA1|GO CC Cilium|15
ANXA1|Mayer et al. 2009|19
ANXA1|David U. Mick et al.|26
ANXA1|Liu et al.|28
ANXA1|McClintock et al.|29
ANXA1|Mayer et al. 2008|51
ANXA11|Mayer et al. 2009|19
ANXA11|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ANXA11|Nogales-Cadenas R. et al.|46
ANXA11|Mayer et al. 2008|51
ANXA13|Alexander E. Ivliev et al|8
ANXA2|Andersen et al.|9
ANXA2|Andersen et al.|9
ANXA2|Mayer et al. 2009|19
ANXA2|Semil P. Choksi et al.|23
ANXA2|Liu et al.|28
ANXA2|Mayer et al. 2008|51
ANXA3|Mayer et al. 2009|19
ANXA3|Ross et al.|22
ANXA3|Monika-Abedin-Sigg et al.|30
ANXA3|Mayer et al. 2008|51
ANXA4|Mayer et al. 2009|19
ANXA4|Ostrowski et al.|20
ANXA4|Liu et al.|28
ANXA4|McClintock et al.|29
ANXA4|Monika-Abedin-Sigg et al.|30
ANXA4|Lauwaet T. et al.|40
ANXA4|Mayer et al. 2008|51
ANXA5|Chen et al.|12
ANXA5|Karsten Boldt et al.|16
ANXA5|Mayer et al. 2009|19
ANXA5|Ostrowski et al.|20
ANXA5|Liu et al.|28
ANXA5|McClintock et al.|29
ANXA5|Mayer et al. 2008|51
ANXA5|Blacque et al._xbox|54
ANXA5|Blacque et al._sage|56
ANXA6|Alexander E. Ivliev et al|8
ANXA6|Mayer et al. 2009|19
ANXA6|David U. Mick et al.|26
ANXA6|Liu et al.|28
ANXA6|Mayer et al. 2008|51
ANXA7|Phirke et al.|3
ANXA7|Mayer et al. 2009|19
ANXA7|Ostrowski et al.|20
ANXA7|David U. Mick et al.|26
ANXA7|Liu et al.|28
ANXA7|McClintock et al.|29
ANXA7|Monika-Abedin-Sigg et al.|30
ANXA7|Mayer et al. 2008|51
